iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
0,-10,-11,-12,-14,-10,-11,-13,-6,-4,-3,-8,-12,-7,-14,-5,-11,-8,-6,-13,-4,-10,-13,-9,-16,-7,-2,-14,-6,-25,-7,-4,-5,-10,-8,-13,-9,-18,-7,-7,-2,-7,-4,-8,-21,-2,-8,-5,-8,-5,-8,-19,-7,-9,-9,-8,-20,-1,-8,-10,-18,-13,-10,-17,-15,-13,-19,-8,-10,-6,-9,-16,-11,-4,-18,-9,-10,-3,-2,-5,-10,-8,-6,-6,-2,-8,-17,-2,-1,-16,-9,-11,-7,-17,-8,-8,-9,-10,-11,-14,-5,-7,-9,-11,-5,-14,-11,-5,-6,-3,-10,-13,-16,-13,-19,-5,-4,-5,-6,-11,-4,-5,-13,-2,-3,-10,-1,-10,-11,-9,-12,-15,-12,-7,-12,-2,-8,-11,-9,-16,-5,-8,-7,-6,-14,-14,-5,-7,-19,-8,-11,-2,-10,-6,-25,-8,-9,-10,-2,-7,-10,-10,-7,-11,-8,-12,-8,-11,-6,-4,-13,-14,-6,-11,-14,-12,-15,-5,-4,-7,-8,-10,-12,-6,-7,-19,-1,-10,-9,-10,-10,-8,-3,-5,-13,-18,-6,-8,-3,-11,-10,-15,-11,-7,-14,-10,-5,-1,-6,-14,-10,-6,-9,-10,-8,-12,-14,-12,-12,-12,-10,-14,-2,-3,-5,-16,-5,-9,-4,-15,-6,-2,-12,-4,-12,-13,-11,-7,-9,-13,-7,-7,-5,-6,-8,-4,-10,-6,-10,-6,-12,-6,-4,-12,-6,-10,-12,-12,-16,-9,-12,-16,-12,-10,-7,-6,-12,-16,-11,-5,-11,-6,-5,-17,-3,-5,-15,-8,-4,-7,-6,-9,-16,-13,-16,-8,-14,-8,-15,-9,-8,-4,-10,-3,-11,-7,-1,-11,-9,-10,-13,-8,-20,-7,-10,-3,-11,-9,-9,-12,-7,-11,-10,-13,-11,-3,-1,-19,-18,-9,-9,-9,-5,-1,-15,-14,-20,-4,-9,-6,-9,-6,-4,-8,-13,-14,-6,-1,-7,-12,-7,-9,-6,-13,-20,-6,-8,-4,-6,-17,-3,-12,-7,-7,-10,-13,-5,-2,-2,-17,-12,-11,-16,-11,-7,-11,-7,-11,-6,-4,-4,-9,-8,-11,-15,-12,-12,-14,-15,-16,-6,-16,-11,-10,-15,-8,-8,-8,-6,-6,-7,-10,-17,-19,-10,-7,-7,-14,-12,-3,-12
1,-10,-11,-17,-19,-10,-11,-13,-6,-9,-3,-8,-12,-12,-14,-10,-11,-8,-11,-18,-4,-10,-13,-14,-21,-7,-7,-14,-11,-25,-7,-4,-10,-10,-13,-13,-9,-18,-12,-12,-7,-12,-4,-13,-21,-7,-8,-10,-13,-10,-8,-19,-12,-9,-14,-13,-20,-6,-13,-10,-18,-18,-10,-22,-15,-18,-19,-13,-10,-11,-9,-16,-16,-9,-18,-9,-10,-8,-7,-10,-15,-13,-11,-11,-7,-13,-17,-2,-6,-16,-14,-16,-12,-17,-8,-13,-9,-10,-16,-19,-10,-12,-14,-16,-10,-14,-11,-5,-11,-8,-10,-18,-16,-13,-19,-10,-9,-10,-11,-16,-4,-5,-13,-2,-3,-10,-6,-15,-11,-14,-12,-20,-12,-7,-17,-7,-8,-11,-9,-21,-10,-8,-12,-11,-14,-19,-5,-12,-19,-13,-11,-7,-15,-11,-30,-13,-9,-15,-7,-12,-10,-10,-12,-16,-13,-12,-8,-16,-6,-9,-13,-19,-11,-11,-19,-17,-20,-5,-9,-12,-8,-15,-17,-11,-12,-24,-6,-10,-14,-10,-15,-13,-8,-10,-13,-23,-6,-13,-8,-16,-15,-15,-11,-7,-19,-15,-10,-6,-11,-14,-15,-11,-9,-10,-8,-17,-19,-12,-12,-12,-15,-14,-7,-8,-10,-16,-10,-9,-9,-20,-6,-7,-17,-9,-17,-13,-11,-12,-14,-13,-12,-12,-5,-11,-13,-4,-10,-6,-10,-6,-12,-11,-9,-17,-11,-10,-17,-12,-16,-14,-17,-16,-12,-10,-12,-6,-17,-16,-16,-10,-11,-11,-10,-22,-8,-10,-20,-13,-9,-12,-6,-14,-16,-13,-16,-13,-19,-13,-15,-14,-13,-9,-15,-8,-11,-12,-6,-16,-9,-10,-18,-8,-25,-12,-15,-8,-11,-14,-9,-12,-7,-16,-10,-18,-16,-8,-6,-24,-18,-9,-14,-14,-10,-6,-20,-19,-25,-9,-9,-11,-9,-11,-9,-13,-18,-14,-11,-6,-12,-17,-7,-9,-11,-13,-20,-11,-13,-9,-11,-17,-8,-12,-12,-12,-15,-18,-10,-7,-7,-17,-17,-16,-16,-16,-12,-11,-12,-16,-11,-9,-9,-14,-8,-11,-20,-17,-17,-14,-20,-16,-11,-16,-16,-15,-20,-8,-13,-8,-11,-6,-7,-15,-22,-19,-15,-12,-12,-14,-17,-8,-17
2,-15,-16,-22,-19,-15,-16,-18,-11,-9,-8,-13,-17,-12,-19,-10,-16,-13,-11,-23,-9,-15,-18,-14,-21,-12,-12,-19,-11,-30,-12,-9,-15,-15,-13,-18,-14,-23,-12,-12,-7,-12,-9,-13,-21,-12,-13,-15,-18,-10,-13,-24,-17,-14,-14,-18,-25,-11,-18,-15,-23,-18,-15,-22,-20,-23,-24,-13,-15,-16,-14,-21,-16,-9,-23,-14,-15,-8,-12,-10,-15,-18,-16,-11,-7,-13,-22,-7,-11,-21,-14,-21,-12,-22,-13,-13,-14,-15,-21,-19,-10,-12,-14,-16,-15,-19,-16,-10,-16,-13,-15,-23,-21,-18,-24,-10,-14,-10,-11,-16,-9,-10,-18,-7,-8,-15,-11,-15,-16,-14,-17,-25,-17,-12,-22,-7,-13,-16,-9,-21,-15,-13,-12,-16,-19,-19,-10,-12,-24,-18,-16,-7,-15,-11,-30,-13,-14,-20,-7,-17,-15,-15,-17,-21,-13,-17,-13,-16,-11,-9,-18,-24,-11,-16,-24,-17,-20,-10,-9,-17,-13,-20,-22,-11,-12,-24,-6,-15,-14,-15,-15,-18,-8,-10,-18,-23,-11,-13,-13,-16,-20,-20,-16,-12,-24,-15,-10,-11,-11,-19,-15,-11,-14,-15,-13,-17,-19,-17,-17,-17,-20,-19,-7,-8,-10,-21,-10,-14,-14,-20,-11,-12,-17,-9,-22,-18,-16,-12,-14,-18,-12,-12,-10,-16,-18,-9,-15,-11,-15,-11,-17,-11,-9,-17,-16,-15,-17,-17,-21,-14,-17,-21,-17,-15,-12,-11,-17,-21,-21,-15,-16,-11,-10,-22,-8,-10,-20,-13,-14,-17,-11,-14,-21,-18,-21,-13,-19,-13,-20,-14,-18,-14,-20,-8,-16,-17,-6,-16,-14,-15,-23,-13,-25,-12,-20,-13,-16,-14,-14,-17,-12,-16,-15,-18,-21,-13,-11,-24,-23,-14,-14,-14,-10,-11,-20,-19,-25,-9,-14,-11,-14,-16,-14,-13,-23,-19,-16,-6,-12,-22,-12,-14,-11,-18,-25,-11,-13,-9,-11,-22,-8,-17,-12,-17,-15,-23,-10,-7,-12,-22,-17,-21,-21,-16,-12,-16,-12,-21,-11,-9,-9,-19,-13,-16,-20,-22,-17,-19,-20,-21,-11,-21,-16,-15,-20,-13,-13,-13,-11,-11,-12,-15,-22,-24,-20,-12,-17,-19,-17,-13,-22
3,-15,-21,-22,-24,-15,-16,-23,-16,-14,-13,-18,-22,-17,-19,-15,-21,-18,-16,-23,-14,-15,-23,-19,-26,-17,-12,-24,-16,-35,-17,-9,-15,-20,-18,-23,-19,-23,-17,-17,-12,-17,-9,-18,-26,-12,-18,-15,-18,-15,-13,-29,-17,-14,-19,-18,-25,-11,-18,-15,-28,-18,-15,-27,-25,-23,-24,-18,-20,-16,-14,-26,-21,-14,-28,-19,-20,-13,-12,-15,-20,-18,-16,-16,-12,-18,-22,-12,-11,-21,-19,-21,-17,-22,-13,-18,-14,-20,-21,-24,-15,-17,-19,-16,-20,-24,-21,-10,-16,-13,-15,-23,-21,-18,-29,-15,-14,-15,-16,-21,-14,-10,-23,-12,-13,-15,-11,-20,-16,-19,-22,-25,-17,-12,-22,-12,-18,-21,-14,-26,-15,-18,-17,-21,-24,-24,-10,-17,-24,-18,-16,-12,-15,-16,-35,-18,-19,-20,-12,-17,-20,-20,-17,-21,-18,-17,-13,-21,-11,-14,-18,-24,-16,-21,-24,-22,-25,-15,-14,-17,-18,-20,-22,-16,-17,-29,-11,-20,-19,-20,-20,-18,-13,-15,-23,-28,-16,-18,-13,-21,-20,-20,-21,-12,-24,-20,-15,-11,-16,-19,-15,-16,-19,-20,-18,-22,-24,-22,-22,-17,-20,-24,-12,-13,-15,-26,-15,-19,-14,-25,-16,-12,-22,-14,-22,-18,-21,-17,-19,-18,-17,-17,-15,-16,-18,-14,-15,-11,-15,-16,-17,-16,-14,-22,-16,-15,-22,-22,-26,-19,-22,-26,-17,-15,-17,-11,-22,-21,-21,-15,-16,-16,-15,-22,-13,-15,-25,-18,-14,-22,-11,-19,-21,-18,-26,-18,-19,-18,-20,-19,-18,-19,-20,-13,-16,-22,-11,-21,-19,-15,-23,-18,-30,-17,-20,-13,-16,-19,-19,-17,-17,-21,-15,-23,-21,-18,-16,-29,-23,-14,-19,-19,-15,-16,-20,-24,-25,-14,-19,-16,-14,-16,-14,-13,-23,-24,-16,-11,-17,-22,-12,-19,-16,-23,-30,-16,-18,-14,-16,-22,-13,-22,-17,-17,-20,-23,-15,-12,-12,-22,-22,-21,-26,-21,-12,-16,-17,-21,-16,-14,-14,-19,-18,-16,-25,-22,-22,-19,-25,-21,-16,-21,-21,-20,-20,-18,-18,-18,-16,-11,-12,-20,-27,-24,-20,-17,-17,-24,-22,-13,-22
4,-20,-21,-27,-24,-20,-21,-23,-21,-19,-18,-23,-22,-22,-24,-20,-26,-18,-21,-28,-14,-20,-28,-24,-31,-17,-17,-24,-21,-35,-17,-14,-20,-20,-23,-23,-19,-28,-17,-22,-12,-17,-14,-18,-31,-17,-23,-20,-23,-15,-18,-29,-22,-19,-24,-23,-30,-16,-23,-20,-33,-23,-20,-27,-25,-28,-29,-18,-20,-21,-19,-26,-21,-14,-28,-19,-20,-18,-17,-20,-20,-23,-21,-21,-12,-18,-27,-12,-16,-26,-19,-26,-17,-27,-18,-18,-19,-20,-26,-24,-15,-17,-24,-21,-20,-24,-21,-15,-21,-18,-20,-23,-26,-23,-29,-20,-19,-15,-21,-26,-14,-15,-23,-12,-13,-20,-16,-20,-21,-24,-22,-30,-22,-17,-27,-12,-18,-21,-19,-31,-20,-18,-22,-21,-24,-24,-15,-17,-29,-23,-21,-17,-20,-21,-35,-23,-24,-25,-17,-22,-20,-20,-22,-26,-18,-22,-18,-21,-16,-14,-23,-29,-16,-21,-29,-27,-25,-15,-14,-22,-18,-25,-27,-21,-17,-29,-11,-25,-24,-20,-20,-23,-13,-15,-23,-33,-16,-23,-13,-26,-25,-25,-21,-17,-29,-20,-20,-16,-21,-24,-20,-16,-19,-20,-18,-27,-24,-22,-22,-22,-25,-29,-12,-18,-20,-26,-15,-19,-19,-30,-16,-17,-27,-14,-22,-23,-21,-22,-24,-23,-17,-17,-15,-21,-23,-14,-20,-16,-20,-16,-22,-21,-19,-22,-21,-20,-22,-22,-26,-19,-27,-26,-22,-20,-22,-16,-27,-26,-26,-20,-21,-16,-15,-27,-18,-15,-25,-23,-19,-22,-16,-24,-26,-23,-26,-23,-24,-23,-25,-24,-23,-19,-25,-13,-21,-22,-16,-21,-19,-20,-28,-18,-30,-17,-25,-18,-21,-24,-19,-22,-17,-21,-20,-28,-26,-23,-16,-34,-28,-19,-24,-24,-20,-16,-25,-24,-30,-14,-19,-16,-19,-21,-19,-18,-28,-24,-21,-16,-22,-27,-17,-19,-21,-23,-30,-16,-18,-19,-16,-27,-18,-22,-17,-22,-25,-28,-20,-12,-17,-27,-27,-26,-26,-21,-17,-21,-22,-26,-16,-14,-14,-24,-18,-21,-30,-27,-22,-24,-25,-26,-21,-26,-21,-25,-25,-18,-18,-18,-16,-16,-17,-20,-27,-29,-25,-17,-22,-29,-22,-18,-27
5,-25,-26,-32,-29,-25,-21,-28,-21,-19,-18,-23,-27,-22,-24,-20,-26,-23,-21,-28,-19,-25,-28,-24,-31,-22,-22,-29,-21,-40,-22,-19,-20,-20,-23,-28,-24,-33,-22,-22,-17,-22,-14,-23,-31,-22,-23,-20,-28,-20,-23,-34,-27,-24,-24,-23,-30,-21,-28,-25,-33,-28,-25,-32,-30,-28,-29,-23,-25,-21,-24,-31,-26,-19,-33,-24,-25,-18,-22,-20,-25,-23,-21,-21,-17,-23,-32,-17,-16,-26,-24,-31,-22,-27,-23,-23,-19,-25,-26,-29,-20,-22,-24,-21,-25,-29,-26,-20,-21,-18,-25,-28,-31,-23,-34,-20,-19,-20,-21,-26,-19,-15,-28,-17,-18,-25,-21,-25,-21,-24,-27,-35,-27,-17,-27,-17,-23,-26,-19,-31,-25,-23,-22,-26,-29,-29,-20,-22,-29,-28,-26,-17,-25,-21,-40,-23,-24,-25,-17,-27,-25,-25,-27,-26,-23,-27,-18,-26,-21,-19,-28,-34,-21,-26,-29,-27,-30,-20,-19,-27,-23,-25,-27,-21,-22,-34,-16,-25,-29,-25,-25,-28,-18,-20,-28,-33,-21,-23,-13,-26,-25,-25,-26,-22,-29,-25,-20,-16,-21,-29,-20,-21,-24,-25,-23,-27,-29,-27,-27,-27,-25,-29,-17,-18,-20,-31,-20,-24,-19,-30,-21,-17,-27,-19,-27,-28,-26,-22,-24,-23,-22,-22,-20,-21,-28,-19,-20,-16,-25,-21,-27,-26,-19,-27,-26,-20,-27,-27,-31,-24,-27,-31,-27,-25,-22,-16,-27,-31,-26,-20,-21,-21,-20,-32,-18,-20,-30,-23,-19,-27,-21,-24,-31,-23,-31,-23,-24,-23,-30,-24,-28,-24,-25,-18,-26,-27,-21,-26,-24,-20,-28,-23,-35,-22,-30,-23,-21,-24,-24,-27,-22,-26,-20,-28,-26,-23,-21,-34,-28,-24,-29,-24,-20,-21,-30,-29,-30,-19,-24,-21,-24,-21,-19,-23,-28,-29,-21,-16,-22,-32,-17,-24,-21,-28,-35,-21,-23,-19,-21,-32,-18,-27,-22,-27,-25,-28,-20,-17,-22,-32,-27,-26,-31,-26,-22,-21,-22,-26,-21,-19,-19,-24,-23,-26,-30,-32,-27,-29,-30,-31,-21,-26,-26,-25,-25,-23,-23,-23,-21,-16,-22,-25,-32,-34,-25,-22,-22,-29,-27,-18,-27
6,-25,-26,-32,-34,-25,-26,-28,-26,-24,-23,-28,-27,-22,-29,-25,-31,-23,-26,-33,-24,-25,-33,-29,-36,-27,-22,-29,-26,-40,-22,-19,-25,-25,-28,-33,-29,-33,-22,-27,-22,-27,-19,-23,-36,-22,-28,-25,-28,-25,-23,-39,-27,-24,-29,-28,-35,-21,-28,-25,-38,-28,-25,-37,-30,-33,-34,-23,-25,-26,-24,-36,-31,-24,-33,-24,-30,-23,-22,-25,-25,-28,-26,-26,-22,-28,-32,-17,-21,-31,-24,-31,-27,-32,-23,-28,-24,-30,-26,-34,-25,-27,-29,-26,-30,-29,-26,-20,-26,-23,-25,-33,-31,-28,-34,-25,-24,-20,-26,-31,-19,-20,-28,-17,-18,-25,-21,-30,-26,-24,-27,-35,-27,-22,-32,-17,-28,-31,-24,-36,-25,-23,-27,-31,-29,-34,-20,-27,-34,-28,-26,-22,-25,-26,-45,-28,-29,-30,-17,-27,-30,-25,-27,-31,-28,-27,-23,-26,-21,-24,-28,-34,-21,-26,-34,-32,-30,-25,-19,-27,-28,-30,-32,-26,-27,-34,-16,-30,-29,-30,-25,-28,-18,-25,-33,-38,-26,-28,-18,-31,-30,-30,-26,-22,-34,-30,-25,-21,-26,-34,-25,-26,-29,-25,-28,-32,-34,-32,-27,-32,-30,-34,-22,-23,-25,-36,-25,-24,-24,-35,-26,-22,-27,-24,-32,-28,-26,-27,-29,-28,-27,-27,-25,-26,-28,-24,-25,-21,-25,-21,-27,-26,-24,-32,-26,-25,-32,-27,-31,-24,-32,-31,-27,-25,-27,-21,-32,-31,-31,-25,-26,-26,-25,-32,-23,-25,-30,-23,-24,-32,-21,-29,-31,-28,-31,-28,-29,-28,-30,-29,-28,-29,-30,-18,-26,-32,-21,-26,-24,-25,-33,-23,-40,-22,-30,-23,-26,-29,-24,-27,-22,-31,-25,-33,-31,-28,-21,-39,-33,-24,-29,-29,-25,-26,-30,-34,-35,-24,-24,-21,-24,-26,-24,-23,-33,-29,-26,-21,-27,-32,-22,-29,-26,-33,-40,-21,-23,-24,-26,-32,-23,-32,-22,-27,-30,-33,-25,-17,-22,-32,-32,-31,-31,-31,-22,-26,-27,-31,-21,-24,-19,-29,-28,-26,-35,-32,-32,-29,-30,-31,-26,-31,-31,-30,-30,-23,-23,-23,-21,-21,-22,-30,-37,-34,-30,-27,-27,-34,-32,-23,-32
7,-30,-31,-37,-34,-30,-31,-33,-26,-24,-28,-28,-32,-27,-34,-30,-36,-28,-31,-33,-24,-30,-38,-29,-41,-27,-27,-34,-26,-45,-27,-24,-30,-30,-28,-33,-29,-38,-27,-32,-22,-27,-24,-28,-36,-27,-28,-25,-33,-25,-28,-39,-32,-29,-29,-33,-40,-26,-33,-30,-43,-33,-30,-37,-35,-38,-39,-28,-30,-26,-29,-36,-31,-24,-38,-29,-30,-23,-27,-25,-30,-28,-31,-31,-22,-28,-37,-22,-26,-36,-29,-36,-27,-37,-28,-28,-29,-30,-31,-34,-25,-27,-29,-31,-30,-34,-31,-25,-31,-28,-30,-33,-36,-33,-39,-25,-24,-25,-26,-36,-24,-20,-33,-22,-23,-30,-26,-30,-26,-29,-32,-40,-32,-27,-32,-22,-28,-31,-24,-36,-30,-28,-27,-31,-34,-34,-25,-27,-39,-33,-31,-27,-30,-31,-45,-28,-34,-30,-22,-32,-30,-30,-32,-36,-28,-32,-23,-31,-26,-24,-33,-39,-26,-31,-34,-37,-35,-25,-24,-32,-28,-35,-32,-26,-27,-39,-21,-35,-34,-30,-30,-33,-23,-25,-33,-43,-26,-33,-23,-31,-35,-30,-31,-27,-39,-30,-30,-21,-26,-34,-30,-26,-29,-30,-28,-32,-34,-32,-32,-32,-30,-39,-27,-23,-25,-36,-25,-29,-29,-40,-26,-22,-32,-24,-32,-33,-31,-32,-29,-33,-27,-27,-25,-31,-33,-24,-30,-21,-30,-26,-32,-31,-24,-32,-31,-30,-32,-32,-36,-29,-37,-36,-32,-30,-32,-26,-37,-36,-36,-30,-31,-26,-25,-37,-28,-25,-35,-28,-24,-32,-26,-29,-36,-28,-36,-28,-29,-28,-35,-29,-33,-29,-35,-23,-31,-32,-26,-31,-29,-25,-33,-28,-40,-27,-35,-28,-31,-29,-29,-32,-27,-31,-30,-33,-31,-28,-26,-39,-38,-29,-34,-34,-30,-31,-35,-34,-35,-24,-29,-26,-29,-31,-29,-28,-38,-34,-26,-21,-27,-32,-27,-29,-31,-33,-40,-26,-28,-24,-26,-37,-28,-32,-27,-32,-30,-33,-25,-22,-27,-37,-32,-36,-36,-31,-27,-31,-27,-31,-26,-24,-24,-29,-28,-31,-40,-37,-32,-29,-35,-36,-26,-36,-31,-35,-30,-28,-28,-28,-26,-21,-27,-30,-37,-39,-30,-27,-32,-34,-32,-23,-37
8,-35,-36,-37,-39,-30,-31,-38,-31,-29,-28,-33,-37,-27,-34,-30,-36,-33,-31,-38,-29,-30,-38,-34,-41,-32,-27,-39,-31,-50,-32,-24,-30,-35,-33,-38,-34,-43,-27,-32,-27,-32,-24,-33,-41,-27,-33,-30,-38,-25,-28,-44,-37,-29,-34,-33,-40,-31,-33,-35,-43,-38,-30,-42,-35,-38,-39,-28,-35,-31,-29,-41,-36,-29,-43,-34,-35,-23,-32,-30,-35,-33,-31,-31,-27,-33,-37,-27,-26,-36,-34,-41,-32,-37,-28,-33,-34,-35,-36,-34,-30,-32,-34,-31,-35,-39,-36,-30,-31,-28,-35,-38,-36,-33,-44,-30,-29,-30,-31,-36,-29,-25,-38,-22,-23,-30,-31,-35,-31,-34,-32,-40,-32,-27,-37,-22,-33,-31,-29,-41,-30,-33,-32,-36,-39,-39,-25,-32,-39,-33,-36,-32,-30,-31,-50,-33,-34,-35,-22,-37,-35,-30,-32,-36,-33,-32,-28,-36,-31,-29,-38,-39,-26,-36,-39,-37,-35,-30,-24,-37,-33,-35,-37,-31,-32,-44,-26,-35,-34,-35,-35,-33,-28,-30,-38,-43,-31,-33,-28,-36,-35,-35,-36,-27,-39,-35,-30,-26,-31,-34,-30,-31,-34,-30,-33,-37,-34,-37,-37,-37,-35,-39,-27,-28,-25,-41,-30,-34,-29,-40,-31,-27,-37,-29,-37,-33,-36,-32,-34,-33,-32,-32,-30,-31,-33,-29,-30,-26,-30,-26,-32,-31,-29,-37,-31,-30,-37,-37,-41,-34,-42,-41,-32,-35,-32,-26,-37,-41,-36,-30,-31,-31,-30,-37,-28,-30,-35,-33,-29,-37,-26,-34,-36,-33,-41,-33,-34,-33,-35,-34,-38,-34,-35,-28,-31,-37,-26,-31,-29,-30,-38,-28,-40,-32,-35,-28,-31,-34,-34,-32,-32,-36,-30,-38,-36,-33,-31,-44,-38,-29,-39,-34,-35,-31,-40,-39,-40,-29,-34,-31,-29,-31,-29,-28,-38,-39,-31,-26,-32,-37,-27,-34,-31,-38,-45,-31,-28,-29,-31,-37,-28,-37,-32,-32,-35,-38,-30,-27,-27,-37,-37,-36,-36,-36,-27,-31,-32,-36,-31,-29,-29,-34,-33,-36,-40,-37,-37,-34,-35,-36,-31,-36,-36,-35,-35,-33,-28,-33,-31,-26,-27,-35,-42,-39,-35,-32,-32,-39,-37,-28,-32
9,-35,-36,-42,-39,-35,-36,-38,-36,-34,-33,-38,-37,-32,-39,-35,-41,-33,-36,-43,-29,-35,-43,-39,-46,-37,-32,-39,-36,-50,-32,-29,-35,-35,-38,-38,-39,-43,-32,-37,-32,-37,-29,-33,-46,-32,-38,-35,-38,-30,-33,-44,-37,-34,-34,-38,-45,-31,-38,-35,-48,-38,-35,-42,-40,-43,-44,-33,-35,-36,-34,-41,-36,-29,-43,-34,-35,-28,-32,-35,-40,-38,-36,-36,-32,-33,-42,-27,-31,-41,-34,-41,-32,-42,-33,-33,-34,-35,-41,-39,-30,-32,-34,-36,-40,-39,-36,-30,-36,-33,-35,-38,-41,-38,-44,-35,-34,-30,-36,-41,-29,-30,-38,-27,-28,-35,-31,-35,-36,-39,-37,-45,-37,-32,-37,-27,-33,-36,-34,-46,-35,-33,-32,-36,-39,-39,-30,-32,-44,-38,-36,-32,-35,-36,-50,-33,-39,-40,-27,-37,-35,-35,-37,-41,-33,-37,-33,-36,-31,-29,-38,-44,-31,-36,-44,-42,-40,-30,-29,-37,-33,-40,-42,-36,-37,-44,-26,-40,-39,-35,-35,-38,-28,-30,-43,-48,-31,-33,-33,-41,-40,-40,-36,-32,-44,-35,-35,-26,-31,-39,-35,-31,-39,-35,-33,-42,-39,-42,-37,-37,-35,-44,-27,-28,-30,-41,-30,-34,-34,-45,-31,-32,-42,-29,-42,-38,-36,-37,-39,-38,-37,-32,-35,-36,-38,-34,-35,-31,-35,-31,-37,-36,-29,-37,-36,-35,-42,-37,-41,-34,-42,-41,-37,-35,-37,-31,-42,-41,-41,-35,-36,-31,-30,-42,-33,-30,-40,-33,-29,-37,-31,-39,-41,-38,-41,-33,-34,-33,-40,-34,-38,-39,-40,-28,-36,-37,-31,-36,-34,-35,-43,-33,-45,-32,-40,-33,-36,-34,-34,-37,-32,-41,-35,-38,-41,-38,-31,-49,-43,-34,-39,-39,-35,-36,-40,-39,-45,-34,-34,-31,-34,-36,-34,-33,-43,-39,-36,-26,-37,-42,-32,-34,-36,-38,-45,-31,-33,-34,-31,-42,-33,-37,-32,-37,-40,-43,-30,-27,-32,-42,-42,-41,-41,-36,-32,-36,-37,-41,-31,-29,-29,-39,-33,-36,-45,-42,-42,-39,-40,-41,-36,-41,-41,-40,-40,-33,-33,-33,-31,-31,-32,-35,-42,-44,-40,-32,-37,-44,-37,-28,-37
